"Type","SKU","Name","Parent","Description","Regular price","Categories","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Images","360_Viewer_Path","Video_Path"
"variation","s01w14h01w14-Pea-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_Y_W_003.jpg","",""
"variation","s01w14h01w14-Eme-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Emerald","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_003.jpg","",""
"variation","s01w14h01w14-Eme-18KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 18K White Gold","s01w14h01w14","","1450","","Shape","Emerald","0","1","Metal","18K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_003.jpg","",""
"variation","s01w14h01w14-Rou-14KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Round - 14K Yellow Gold","s01w14h01w14","","1450","","Shape","Round","0","1","Metal","14K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_Y_W_003.jpg","",""
"variation","s01w14h01w14-Rou-Plat","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Round - Platinum","s01w14h01w14","","1450","","Shape","Round","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_003.jpg","",""
"variation","s01w14h01w14-Rad-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Radiant - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Radiant","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RAD_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_Y_W_003.jpg","",""
"variation","s01w14h01w14-Pri-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Princess - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Princess","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PRN_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_Y_W_003.jpg","",""
"variation","s01w14h01w14-Pri-14KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Princess - 14K Rose Gold","s01w14h01w14","","1450","","Shape","Princess","0","1","Metal","14K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PRN_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_R_W_003.jpg","",""
"variation","s01w14h01w14-Cus-Plat","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Cushion - Platinum","s01w14h01w14","","1450","","Shape","Cushion","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_003.jpg","",""
"variation","s01w14h01w14-Pri-18KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Princess - 18K Rose Gold","s01w14h01w14","","1450","","Shape","Princess","0","1","Metal","18K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PRN_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_R_W_003.jpg","",""
"variation","s01w14h01w14-Eme-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 14K White Gold","s01w14h01w14","","1450","","Shape","Emerald","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_003.jpg","",""
"variation","s01w14h01w14-Cus-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Cushion - 14K White Gold","s01w14h01w14","","1450","","Shape","Cushion","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_003.jpg","",""
"variation","s01w14h01w14-Cus-14KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Cushion - 14K Rose Gold","s01w14h01w14","","1450","","Shape","Cushion","0","1","Metal","14K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/CSH_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_R_W_003.jpg","",""
"variation","s01w14h01w14-Rad-14KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Radiant - 14K Yellow Gold","s01w14h01w14","","1450","","Shape","Radiant","0","1","Metal","14K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RAD_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_Y_W_003.jpg","",""
"variation","s01w14h01w14-Cus-18KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Cushion - 18K White Gold","s01w14h01w14","","1450","","Shape","Cushion","0","1","Metal","18K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_W_W_003.jpg","",""
"variation","s01w14h01w14-Eme-14KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 14K Rose Gold","s01w14h01w14","","1450","","Shape","Emerald","0","1","Metal","14K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_R_W_003.jpg","",""
"variation","s01w14h01w14-Pea-18KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - 18K Rose Gold","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","18K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_R_W_003.jpg","",""
"variation","s01w14h01w14-Ova-Plat","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Oval - Platinum","s01w14h01w14","","1450","","Shape","Oval","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/OVL_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_W_W_003.jpg","",""
"variation","s01w14h01w14-Eme-14KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 14K Yellow Gold","s01w14h01w14","","1450","","Shape","Emerald","0","1","Metal","14K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_003.jpg","",""
"variation","s01w14h01w14-Rou-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Round - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Round","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_Y_W_003.jpg","",""
"variation","s01w14h01w14-Cus-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Cushion - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Cushion","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/CSH_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/CSH_Y_W_003.jpg","",""
"variation","s01w14h01w14-Rad-14KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Radiant - 14K Rose Gold","s01w14h01w14","","1450","","Shape","Radiant","0","1","Metal","14K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RAD_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_R_W_003.jpg","",""
"variation","s01w14h01w14-Pea-14KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - 14K Rose Gold","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","14K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_R_W_003.jpg","",""
"variation","s01w14h01w14-Ova-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Oval - 14K White Gold","s01w14h01w14","","1450","","Shape","Oval","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/OVL_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_W_W_003.jpg","",""
"variation","s01w14h01w14-Eme-18KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 18K Rose Gold","s01w14h01w14","","1450","","Shape","Emerald","0","1","Metal","18K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_R_W_003.jpg","",""
"variation","s01w14h01w14-Rou-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Round - 14K White Gold","s01w14h01w14","","1450","","Shape","Round","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_003.jpg","",""
"variation","s01w14h01w14-Pea-14KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - 14K Yellow Gold","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","14K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_Y_W_003.jpg","",""
"variation","s01w14h01w14-Pri-18KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Princess - 18K White Gold","s01w14h01w14","","1450","","Shape","Princess","0","1","Metal","18K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_003.jpg","",""
"variation","s01w14h01w14-Rou-18KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Round - 18K Rose Gold","s01w14h01w14","","1450","","Shape","Round","0","1","Metal","18K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_R_W_003.jpg","",""
"variation","s01w14h01w14-Rou-14KR","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Round - 14K Rose Gold","s01w14h01w14","","1450","","Shape","Round","0","1","Metal","14K Rose Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_R_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_R_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_R_W_003.jpg","",""
"variation","s01w14h01w14-Pri-Plat","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Princess - Platinum","s01w14h01w14","","1450","","Shape","Princess","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_003.jpg","",""
"variation","s01w14h01w14-Pri-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Princess - 14K White Gold","s01w14h01w14","","1450","","Shape","Princess","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PRN_W_W_003.jpg","",""
"variation","s01w14h01w14-Rad-18KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Radiant - 18K White Gold","s01w14h01w14","","1450","","Shape","Radiant","0","1","Metal","18K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_003.jpg","",""
"variation","s01w14h01w14-Rad-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Radiant - 14K White Gold","s01w14h01w14","","1450","","Shape","Radiant","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_003.jpg","",""
"variation","s01w14h01w14-Rad-Plat","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Radiant - Platinum","s01w14h01w14","","1450","","Shape","Radiant","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RAD_W_W_003.jpg","",""
"variation","s01w14h01w14-Pea-18KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - 18K White Gold","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","18K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_003.jpg","",""
"variation","s01w14h01w14-Pea-Plat","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - Platinum","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_003.jpg","",""
"variation","s01w14h01w14-Pea-14KW","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Pear - 14K White Gold","s01w14h01w14","","1450","","Shape","Pear","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/PER_W_W_003.jpg","",""
"variation","s01w14h01w14-Ova-18KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Oval - 18K Yellow Gold","s01w14h01w14","","1450","","Shape","Oval","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/OVL_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_Y_W_003.jpg","",""
"variation","s01w14h01w14-Ova-14KY","Solitaire Engagement Ring Embellished With a Four Prong Signature Head - Oval - 14K Yellow Gold","s01w14h01w14","","1450","","Shape","Oval","0","1","Metal","14K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/OVL_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/OVL_Y_W_003.jpg","",""
"variable","s04y14h01r14b","Knife Edge Pavé Engagement Ring Embellished With a Four Prong Signature Head","","The timeless appeal of a pavé knife-edge ring enhanced with milgrain accents around the edges is the perfect blend between vintage and modern. This ring is embellished with a delicate and sophisticated Four Prong Signature Head.

[ring_360]","1880","Custom Engagement Rings","Shape","Round, Oval, Cushion, Princess, Emerald, Radiant, Marquise, Pear, Heart, Asscher","1","1","Metal","14K White Gold, 14K Yellow Gold, 14K Rose Gold, 18K White Gold, 18K Yellow Gold, 18K Rose Gold, Platinum","1","1","Size","3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0","1","1","Carat / Type","","1","1","http://localhost:8000/wp-content/uploads/raw_images/S04xH01_M1_RND_DIM_wht_0100CT_Y_R.001.jpg","product_119527/360/assets",""
"variation","s04y14h01r14b-Rou-Plat","Knife Edge Pavé Engagement Ring Embellished With a Four Prong Signature Head - Round - Platinum","s04y14h01r14b","","1880","","Shape","Round","0","1","Metal","Platinum","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/RND_W_W_003.jpg","",""
"variation","s04y14h01r14b-Eme-14KW","Knife Edge Pavé Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 14K White Gold","s04y14h01r14b","","1880","","Shape","Emerald","0","1","Metal","14K White Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_W_W_003.jpg","",""
"variation","s04y14h01r14b-Eme-18KY","Knife Edge Pavé Engagement Ring Embellished With a Four Prong Signature Head - Emerald - 18K Yellow Gold","s04y14h01r14b","","1880","","Shape","Emerald","0","1","Metal","18K Yellow Gold","0","1","Size","","0","1","Carat / Type","","0","1","http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_001.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_002.jpg, http://localhost:8000/wp-content/uploads/raw_images/EMR_Y_W_003.jpg","",""
